Date,Total
2025-04-26 00:00:00,0.0005
2025-04-27 00:00:00,0.0003
2025-04-28 00:00:00,0.0008
2025-04-30 00:00:00,0.0019
2025-05-02 00:00:00,0.0003
2025-05-03 00:00:00,0.0006
2025-05-05 00:00:00,0.0006
2025-05-06 00:00:00,0.0011
2025-05-09 00:00:00,0.0022
2025-05-15 00:00:00,0.0008
2025-05-17 00:00:00,0.0003
2025-05-18 00:00:00,0.0005
2025-05-19 00:00:00,0.0008
2025-05-20 00:00:00,0.0003
2025-05-21 00:00:00,0.0008
2025-05-24 00:00:00,0.0017
2025-05-25 00:00:00,0.0006
2025-05-28 00:00:00,0.0003
2025-05-29 00:00:00,0.0016
2025-05-30 00:00:00,0.0006
2025-05-31 00:00:00,0.0008
2025-06-02 00:00:00,0.0009
